"PPTYP","Pension Plan Type","DTYP","Definition Type","CTYP","Contract Type","VAR","Variable","IND","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2009","2009","PC","Percentage","0","Units",,,108.804,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2010","2010","PC","Percentage","0","Units",,,118.919,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2011","2011","PC","Percentage","0","Units",,,125.449,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2012","2012","PC","Percentage","0","Units",,,142.661,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2013","2013","PC","Percentage","0","Units",,,146.577,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2014","2014","PC","Percentage","0","Units",,,157.236,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2015","2015","PC","Percentage","0","Units",,,168.585,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2016","2016","PC","Percentage","0","Units",,,182.229,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2017","2017","PC","Percentage","0","Units",,,184.266,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NLD","Netherlands","2018","2018","PC","Percentage","0","Units",,,173.34,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2008","2008","PC","Percentage","0","Units",,,10.377,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2009","2009","PC","Percentage","0","Units",,,11.607,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2010","2010","PC","Percentage","0","Units",,,13.981,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2011","2011","PC","Percentage","0","Units",,,15.422,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2012","2012","PC","Percentage","0","Units",,,16.299,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2013","2013","PC","Percentage","0","Units",,,18.589,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2014","2014","PC","Percentage","0","Units",,,21.366,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2015","2015","PC","Percentage","0","Units",,,22.831,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2016","2016","PC","Percentage","0","Units",,,24.128,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2017","2017","PC","Percentage","0","Units",,,26.673,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NZL","New Zealand","2018","2018","PC","Percentage","0","Units",,,27.388,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2008","2008","PC","Percentage","0","Units",,,5.885,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2009","2009","PC","Percentage","0","Units",,,7.206,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2010","2010","PC","Percentage","0","Units",,,7.486,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2011","2011","PC","Percentage","0","Units",,,7.205,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2012","2012","PC","Percentage","0","Units",,,7.404,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2013","2013","PC","Percentage","0","Units",,,8.087,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2014","2014","PC","Percentage","0","Units",,,8.826,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2015","2015","PC","Percentage","0","Units",,,9.666,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2016","2016","PC","Percentage","0","Units",,,10.197,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2017","2017","PC","Percentage","0","Units",,,10.461,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","NOR","Norway","2018","2018","PC","Percentage","0","Units",,,9.835,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2008","2008","PC","Percentage","0","Units",,,10.856,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2009","2009","PC","Percentage","0","Units",,,13.216,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2010","2010","PC","Percentage","0","Units",,,15.43,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2011","2011","PC","Percentage","0","Units",,,14.617,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2012","2012","PC","Percentage","0","Units",,,16.828,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2013","2013","PC","Percentage","0","Units",,,18.281,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2014","2014","PC","Percentage","0","Units",,,8.791,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2015","2015","PC","Percentage","0","Units",,,7.933,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2016","2016","PC","Percentage","0","Units",,,8.293,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2017","2017","PC","Percentage","0","Units",,,9.075,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","POL","Poland","2018","2018","PC","Percentage","0","Units",,,7.505,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2008","2008","PC","Percentage","0","Units",,,11.339,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2009","2009","PC","Percentage","0","Units",,,12.492,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2010","2010","PC","Percentage","0","Units",,,10.962,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2011","2011","PC","Percentage","0","Units",,,7.514,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2012","2012","PC","Percentage","0","Units",,,8.593,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2013","2013","PC","Percentage","0","Units",,,8.902,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2014","2014","PC","Percentage","0","Units",,,10.115,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2015","2015","PC","Percentage","0","Units",,,10.102,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2016","2016","PC","Percentage","0","Units",,,9.903,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2017","2017","PC","Percentage","0","Units",,,10.151,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","PRT","Portugal","2018","2018","PC","Percentage","0","Units",,,9.656,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2008","2008","PC","Percentage","0","Units",,,4.634,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2009","2009","PC","Percentage","0","Units",,,6.194,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2010","2010","PC","Percentage","0","Units",,,7.224,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2011","2011","PC","Percentage","0","Units",,,8.21,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2012","2012","PC","Percentage","0","Units",,,9.376,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2013","2013","PC","Percentage","0","Units",,,9.704,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2014","2014","PC","Percentage","0","Units",,,10.44,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2015","2015","PC","Percentage","0","Units",,,10.156,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2016","2016","PC","Percentage","0","Units",,,11.122,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2017","2017","PC","Percentage","0","Units",,,11.758,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SVK","Slovak Republic","2018","2018","PC","Percentage","0","Units",,,11.656,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2008","2008","PC","Percentage","0","Units",,,7,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2009","2009","PC","Percentage","0","Units",,,7.884,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2010","2010","PC","Percentage","0","Units",,,7.77,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2011","2011","PC","Percentage","0","Units",,,7.815,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2012","2012","PC","Percentage","0","Units",,,8.326,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2013","2013","PC","Percentage","0","Units",,,9.012,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2014","2014","PC","Percentage","0","Units",,,9.649,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2015","2015","PC","Percentage","0","Units",,,9.615,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2016","2016","PC","Percentage","0","Units",,,9.499,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2017","2017","PC","Percentage","0","Units",,,9.446,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","ESP","Spain","2018","2018","PC","Percentage","0","Units",,,8.778,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2008","2008","PC","Percentage","0","Units",,,6.867,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2009","2009","PC","Percentage","0","Units",,,7.772,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2010","2010","PC","Percentage","0","Units",,,8.973,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2011","2011","PC","Percentage","0","Units",,,8.789,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2012","2012","PC","Percentage","0","Units",,,10.122,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2013","2013","PC","Percentage","0","Units",,,9.152,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2014","2014","PC","Percentage","0","Units",,,9.234,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2015","2015","PC","Percentage","0","Units",,,8.779,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2016","2016","PC","Percentage","0","Units",,,4.159,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2017","2017","PC","Percentage","0","Units",,,4.053,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","SWE","Sweden","2018","2018","PC","Percentage","0","Units",,,3.948,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2008","2008","PC","Percentage","0","Units",,,89.69,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2009","2009","PC","Percentage","0","Units",,,101.649,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2010","2010","PC","Percentage","0","Units",,,102.037,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2011","2011","PC","Percentage","0","Units",,,100.65,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2012","2012","PC","Percentage","0","Units",,,107.403,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2013","2013","PC","Percentage","0","Units",,,112.858,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2014","2014","PC","Percentage","0","Units",,,119.643,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2015","2015","PC","Percentage","0","Units",,,120.454,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2016","2016","PC","Percentage","0","Units",,,124.766,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2017","2017","PC","Percentage","0","Units",,,133.744,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","CHE","Switzerland","2018","2018","PC","Percentage","0","Units",,,127.404,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2008","2008","PC","Percentage","0","Units",,,1.427,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2009","2009","PC","Percentage","0","Units",,,2.17,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2010","2010","PC","Percentage","0","Units",,,2.228,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2011","2011","PC","Percentage","0","Units",,,3.841,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2012","2012","PC","Percentage","0","Units",,,3.428,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2013","2013","PC","Percentage","0","Units",,,4.196,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2014","2014","PC","Percentage","0","Units",,,4.668,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2015","2015","PC","Percentage","0","Units",,,4.629,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2016","2016","PC","Percentage","0","Units",,,4.755,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2017","2017","PC","Percentage","0","Units",,,2.561,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","TUR","Turkey","2018","2018","PC","Percentage","0","Units",,,2.496,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2008","2008","PC","Percentage","0","Units",,,61.321,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2009","2009","PC","Percentage","0","Units",,,73.136,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2010","2010","PC","Percentage","0","Units",,,81.203,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2011","2011","PC","Percentage","0","Units",,,87.807,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2012","2012","PC","Percentage","0","Units",,,94.622,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2013","2013","PC","Percentage","0","Units",,,96.896,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2014","2014","PC","Percentage","0","Units",,,96.736,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2015","2015","PC","Percentage","0","Units",,,97.597,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2016","2016","PC","Percentage","0","Units",,,107.632,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2017","2017","PC","Percentage","0","Units",,,108.263,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","GBR","United Kingdom","2018","2018","PC","Percentage","0","Units",,,104.484,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2008","2008","PC","Percentage","0","Units",,,59.051,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2009","2009","PC","Percentage","0","Units",,,69.422,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2010","2010","PC","Percentage","0","Units",,,73.801,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2011","2011","PC","Percentage","0","Units",,,71.239,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2012","2012","PC","Percentage","0","Units",,,74.886,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2013","2013","PC","Percentage","0","Units",,,81.425,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2014","2014","PC","Percentage","0","Units",,,81.629,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2015","2015","PC","Percentage","0","Units",,,77.534,,
"APLANS","Total, by pension plan type","ADEF","Total, by definition type","PF","Pension funds (autonomous)","1000","INVESTMENT","GDP","Assets as a Share of GDP","USA","United States","2016","2016","PC","Percentage","0","Units",,,79.267,,
